Height,Width,Thickness,Efficiency,Cleaned Efficiency,Model,N/A,N/A,N/A,Power output
1622,814,40,12.1,12.1,Shell PowerMax Plus 160 -C,NaN,NaN,,0
1613,851,14,11.7,11.7,Shell SQ 160-LCA,NaN,NaN,,0
NaN,null,null,13.3,13.3,Ultra 175-LCA,NaN,NaN,,0
1293,329,35,11.8,11.8,Shell SM50,NaN,NaN,,0
NaN,null,null,12.1,12.1,Plus 160-C,NaN,NaN,,0
NaN,null,null,12.5,12.5,Ultra 165,NaN,NaN,,0
1220,850,54,10.1,10.1,Shell S105,NaN,NaN,,0
1220,580,20,11,11,RSM 80,NaN,NaN,,0
NaN,null,null,11,11,Plus 145-C,NaN,NaN,,0
1622,814,40,10.6,10.6,Shell SP 140-C,NaN,NaN,,0
NaN,null,null,13.5,13.5,Shell PowerMax Ultra 175 -LCB,NaN,NaN,,0
1200,527,34,12.7,12.7,Shell PowerMax Ultra 80-P,NaN,NaN,,0
1316,660,40,11.5,11.5,Shell SM110-12P,NaN,NaN,,0
1220,850,20,11.1,11.1,Shell S115-AC,NaN,NaN,,0
1328,710,62,9.9,9.9,RSM 95,NaN,NaN,,0
1200,527,34,10.3,10.3,Shell SP65,NaN,NaN,,0
1613,851,14,10.9,10.9,Shell SQ 150-LCA,NaN,NaN,,0
1200,527,34,11.1,11.1,Shell SP70,NaN,NaN,,0
1220,580,62,8.5,8.5,RSM 60,NaN,NaN,,0
NaN,null,null,11.9,11.9,SP 75,NaN,NaN,,0
NaN,null,null,12.5,12.5,Ultra 165-LC,NaN,NaN,,0
NaN,null,null,12.1,12.1,SQ 160 (-C),NaN,NaN,,0
NaN,null,null,12.7,12.7,SQ 80,NaN,NaN,,0
1619,814,40,11.4,11.4,Shell SP150,NaN,NaN,,0
NaN,null,null,13.7,13.7,SM 55,NaN,NaN,,0
1220,850,20,10.5,10.5,RSM 110,NaN,NaN,,0
1622,814,40,11.4,11.4,Shell SP 150-C,NaN,NaN,,0
1622,814,40,9.8,9.8,Shell SP 130-PC,NaN,NaN,,0
1220,580,20,9.6,9.6,RSM 70,NaN,NaN,,0
NaN,null,null,11,11,Plus 145-LCB,NaN,NaN,,0
1220,850,20,11.6,11.6,RSM 115,NaN,NaN,,0
NaN,null,null,12.5,12.5,Plus 165-LCA,NaN,NaN,,0
NaN,null,null,11.9,11.9,SQ 75,NaN,NaN,,0
1220,850,20,11.4,11.4,RSM 120,NaN,NaN,,0
NaN,null,null,9.9,9.9,S 70 (-C),NaN,NaN,,0
1622,814,40,11.4,11.4,Shell PowerMax Plus 150 -C,NaN,NaN,,0
1328,710,62,9.3,9.3,RSM 90,NaN,NaN,,0
1619,814,40,10.6,10.6,Shell SP140,NaN,NaN,,0
NaN,null,null,12.7,12.7,SM 110-24C,NaN,NaN,,0
NaN,null,null,11.1,11.1,SP 70,NaN,NaN,,0
1220,580,20,10.3,10.3,RSM 75,NaN,NaN,,0
NaN,null,null,9.2,9.2,S 65,NaN,NaN,,0
1316,660,40,12.7,12.7,Shell SM110 -24P,NaN,NaN,,0
1220,850,20,10,10,RSM 105,NaN,NaN,,0
1316,660,40,11.5,11.5,Shell SM100-24C,NaN,NaN,,0
1316,660,40,12.7,12.7,Shell SM110-12,NaN,NaN,,0
1622,814,40,10.6,10.6,Shell SQ 140-PC,NaN,NaN,,0
1316,660,40,11.5,11.5,Shell SM100-12P,NaN,NaN,,0
1200,527,34,11.9,11.9,Shell SP75,NaN,NaN,,0
1619,814,40,10.6,10.6,SP 140 CHV,NaN,NaN,,0
NaN,null,null,13.5,13.5,Shell PowerMax Ultra 175 -PLC,NaN,NaN,,0
NaN,null,null,12.7,12.7,SM 110-12,NaN,NaN,,0
1622,814,40,13.3,13.3,Shell PowerMax Ultra 175 -C,NaN,NaN,,0
NaN,null,null,13.3,13.3,Ultra 175,NaN,NaN,,0
1220,329,35,12.5,12.5,Shell SM50-H,NaN,NaN,,0
NaN,null,null,12.1,12.1,Plus 160-LCB,NaN,NaN,,0
NaN,null,null,13.5,13.5,SH175-C,NaN,NaN,,0
NaN,null,null,12.7,12.7,Shell PowerMax Ultra 165 -LCB,NaN,NaN,,0
1220,580,54,10.6,10.6,Shell S75,NaN,NaN,,0
1613,851,14,10.9,10.9,Shell PowerMax Plus 150 -LCA,NaN,NaN,,0
1622,814,40,9.8,9.8,Shell SP 130-C,NaN,NaN,,0
NaN,null,null,11.4,11.4,SQ 150 (-C),NaN,NaN,,0
NaN,null,null,12.6,12.6,Shell PowerMax Ultra 165 -PLC,NaN,NaN,,0
1200,527,34,11.9,11.9,Shell SQ 75,NaN,NaN,,0
1622,814,40,11,11,Shell PowerMax Ultra 145-C,NaN,NaN,,0
1622,814,40,11.4,11.4,Shell SQ 150-PC,NaN,NaN,,0
NaN,null,null,14.2,14.2,SG275M2-36,NaN,NaN,,0
NaN,null,null,11.5,11.5,SG115M2-18,NaN,NaN,,0
NaN,null,null,13.6,13.6,SG175S1-36,NaN,NaN,,0
NaN,null,null,12.6,12.6,SG165M2-24,NaN,NaN,,0
NaN,null,null,13,13,SG130M2-18,NaN,NaN,,0
NaN,null,null,14.4,14.4,SG280M2-36,NaN,NaN,,0
NaN,null,null,13.9,13.9,SG205M2-27,NaN,NaN,,0
NaN,null,null,14,14,SG180S1-36,NaN,NaN,,0
NaN,null,null,12.9,12.9,SG170M2-24,NaN,NaN,,0
NaN,null,null,12,12,SG120S2-17,NaN,NaN,,0
NaN,null,null,13.1,13.1,SG255M2-36,NaN,NaN,,0
NaN,null,null,13.3,13.3,SG170S1-36,NaN,NaN,,0
NaN,null,null,12.2,12.2,SG180M2-27,NaN,NaN,,0
NaN,null,null,13.8,13.8,SG225M2-30,NaN,NaN,,0
NaN,null,null,13.4,13.4,SG260M2-36,NaN,NaN,,0
NaN,null,null,11.5,11.5,SG075S1-18,NaN,NaN,,0
NaN,null,null,12.5,12.5,SG125M2-18,NaN,NaN,,0
NaN,null,null,12.3,12.3,SG080S1-18,NaN,NaN,,0
NaN,null,null,12.9,12.9,SG250M2-35,NaN,NaN,,0
NaN,null,null,11.7,11.7,SG150S1-35,NaN,NaN,,0
NaN,null,null,12.9,12.9,SG210M2-30,NaN,NaN,,0
NaN,null,null,13.5,13.5,SG220M2-30,NaN,NaN,,0
NaN,null,null,13.2,13.2,SG215M2-30,NaN,NaN,,0
NaN,null,null,13.3,13.3,SG175M2-24,NaN,NaN,,0
NaN,null,null,13.5,13.5,SG135S2-18,NaN,NaN,,0
NaN,null,null,12.2,12.2,SG160M2-24,NaN,NaN,,0
NaN,null,null,14,14,SG140S2-18,NaN,NaN,,0
NaN,null,null,12.6,12.6,SG205M2-30,NaN,NaN,,0
NaN,null,null,12.3,12.3,SG200M2-30,NaN,NaN,,0
NaN,null,null,12.4,12.4,SG240M2-35,NaN,NaN,,0
NaN,null,null,14,14,SG140M2-18,NaN,NaN,,0
NaN,null,null,14.1,14.1,SG230M2-30,NaN,NaN,,0
NaN,null,null,12.9,12.9,SG165S1-36,NaN,NaN,,0
NaN,null,null,13.7,13.7,SG265M2-36,NaN,NaN,,0
NaN,null,null,13,13,SG130S2-18,NaN,NaN,,0
NaN,null,null,13.3,13.3,SG195M2-27,NaN,NaN,,0
NaN,null,null,12.5,12.5,SG125S2-17,NaN,NaN,,0
NaN,null,null,12.6,12.6,SG185M2-27,NaN,NaN,,0
NaN,null,null,11.5,11.5,SG115S2-17,NaN,NaN,,0
NaN,null,null,12,12,SG120M2-18,NaN,NaN,,0
NaN,null,null,13.7,13.7,SG180M2-24,NaN,NaN,,0
NaN,null,null,12.1,12.1,SG155S1-35,NaN,NaN,,0
NaN,null,null,13.9,13.9,SG270M2-36,NaN,NaN,,0
NaN,null,null,13.8,13.8,SG090S1-18,NaN,NaN,,0
NaN,null,null,12.9,12.9,SG190M2-27,NaN,NaN,,0
NaN,null,null,13.6,13.6,SG200M2-27,NaN,NaN,,0
NaN,null,null,12.5,12.5,SG160S1-35,NaN,NaN,,0
NaN,null,null,13,13,SG085S1-18,NaN,NaN,,0
NaN,null,null,13.5,13.5,SG135M2-18,NaN,NaN,,0
1595,801,40,11.7,11.7,SM-150W,NaN,NaN,,0
1595,801,40,13.3,13.3,SM-170W,NaN,NaN,,0
1638,982,40,13.1,13.1,SM-210W,NaN,NaN,,0
1213,547,35,10.5,10.5,SM-70W,NaN,NaN,,0
1213,547,35,12.1,12.1,SM-80W,NaN,NaN,,0
1638,982,40,13.7,13.7,SM-220W,NaN,NaN,,0
1213,547,35,9,9,SM-60W,NaN,NaN,,0
1595,801,40,12.5,12.5,SM-160W,NaN,NaN,,0
1638,982,40,12.4,12.4,SM-200W,NaN,NaN,,0
1581,809,40,14.1,14.1,TPS-105 mono/poly (180),NaN,NaN,,0
1330,667,40,12.4,12.4,TPS-105 mono/poly (110),NaN,NaN,,0
1215,800,35,11.3,11.3,PWM-110W,NaN,NaN,,0
1640,992,50,12.3,12.3,PWP-200W,NaN,NaN,,0
1200,550,35,13.6,13.6,PWM-90W,NaN,NaN,,0
1508,808,46,14,14,PWM-170W,NaN,NaN,,0
1640,992,50,12.9,12.9,PWP-210W,NaN,NaN,,0
1640,992,50,10.4,10.4,PWP-170W,NaN,NaN,,0
1640,992,50,11.1,11.1,PWP-180W,NaN,NaN,,0
1508,808,46,14.8,14.8,PWM-180W,NaN,NaN,,0
1508,808,46,14.4,14.4,PWM-175W,NaN,NaN,,0
1640,992,50,13.5,13.5,PWP-220W,NaN,NaN,,0
1706,944,50,13,13,PWM-210W,NaN,NaN,,0
1706,944,50,14.3,14.3,PWM-230W,NaN,NaN,,0
1706,944,50,13.7,13.7,PWM-220W,NaN,NaN,,0
1215,800,35,12.3,12.3,PWM-120W,NaN,NaN,,0
1200,550,35,10.6,10.6,PWM-70W,NaN,NaN,,0
1640,992,50,10.8,10.8,PWP-175W,NaN,NaN,,0
1200,550,35,12.1,12.1,PWM-80W,NaN,NaN,,0
1215,800,35,13.4,13.4,PWM-130W,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5636130P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5636135P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5654180P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5636120P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5648180P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5648160P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-2572160M,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5672270P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-2596250M,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5660220P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5654190P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-2572155M,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-2572175M,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5648195P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5636115P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5654195P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5660235P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5660205P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-2572185M,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-2572170M,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-253670M,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5672280P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5660250P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5648170P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5654200P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5654205P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5660240P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5660225P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5648185P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-253690M,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5636145P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5672285P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-253685M,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5636140P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5672240P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5648165P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5654215P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5654210P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5648200P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5654225P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5636150P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5648190P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5660215P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5672275P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-253680M,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-2572165M,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5648175P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5672245P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5660245P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5660200P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-2596235M,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5672290P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5648155P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-2572180M,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5672255P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5672300P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5654220P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5672260P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5660230P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5636125P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5660210P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5654185P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-253675M,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5672250P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-2596220M,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5672265P,NaN,NaN,,0
NaN,null,null,NaN,NaN,ZYPV-5672295P,NaN,NaN,,0
1580,808,46.5,13.7,13.7,SC 175-72M,NaN,NaN,,0
1580,808,46.5,14.1,14.1,SC 180-72M,NaN,NaN,,0
1580,808,46.5,13.3,13.3,SC 170-72M,NaN,NaN,,0
1580,808,46.5,14.5,14.5,SC 185-72M,NaN,NaN,,0
1300,982,42,8.6,8.6,SE110ML-CG1609B,NaN,NaN,,0
NaN,null,null,10.2,10.2,SE130LL-EG1609B,NaN,NaN,,0
1491,981,42,13.7,13.7,SE 200,NaN,NaN,,0
1300,982,42,10.2,10.2,SE130ML-EG1609B,NaN,NaN,,0
NaN,null,null,9.4,9.4,SE120LL-DG1609B,NaN,NaN,,0
1487,658,34,13.3,13.3,SE 130,NaN,NaN,,0
NaN,null,null,8.6,8.6,SE144LP-CG1418B,NaN,NaN,,0
NaN,null,null,9.7,9.7,SE100LP-EG3718B-S1,NaN,NaN,,0
NaN,null,null,9.5,9.5,SE50LP-EG3709B-S1,NaN,NaN,,0
1909,874,42,9.5,9.5,SE158MP-DG1418B,NaN,NaN,,0
NaN,null,null,9.5,9.5,SE158LP-DG1418B,NaN,NaN,,0
NaN,null,null,8.6,8.6,SE110LL-CG1609B,NaN,NaN,,0
1738,977,42,7.7,7.7,SE130-BS,NaN,NaN,,0
1738,977,42,8.5,8.5,SE145-CS,NaN,NaN,,0
1909,874,42,8.6,8.6,SE144MP-CG1418B,NaN,NaN,,0
1300,982,42,9.4,9.4,SE120ML-DG1609B,NaN,NaN,,0
1307,652,5.5,12.9,12.9,SM 110-L,NaN,NaN,,0
1613,806,6,11.5,11.5,SP 150-L,NaN,NaN,,0
1613,806,6,10.7,10.7,SP 140-L,NaN,NaN,,0
1498,594,40,11.2,11.2,SR100,NaN,NaN,,0
1307,652,5.5,11.7,11.7,SM 100-L,NaN,NaN,,0
1316,660,40,12.7,12.7,SM 110,NaN,NaN,,0
1613,806,6,10,10,SP 130-L,NaN,NaN,,0
1619,814,40,10.6,10.6,SP 140 CHV,NaN,NaN,,0
1316,660,40,11.5,11.5,SM 100,NaN,NaN,,0
NaN,null,null,NaN,NaN,SP135,NaN,NaN,,0
1498,594,40,10.1,10.1,SR90,NaN,NaN,,0
1596,1065,46,11.8,11.8,SunEarth 200 mono,NaN,NaN,,0
1580,808,46,12.5,12.5,SunEarth 160 poly,NaN,NaN,,0
1580,808,46,13.3,13.3,SunEarth 170 poly,NaN,NaN,,0
1580,808,46,12.9,12.9,SunEarth 165 poly,NaN,NaN,,0
1580,808,46,12.9,12.9,SunEarth 165 mono,NaN,NaN,,0
1596,1065,46,13.5,13.5,SunEarth 230 poly,NaN,NaN,,0
1580,808,46,14.1,14.1,SunEarth 180 mono,NaN,NaN,,0
1596,1065,46,14.1,14.1,SunEarth 240 mono,NaN,NaN,,0
1580,808,46,13.7,13.7,SunEarth 175 mono,NaN,NaN,,0
1596,1065,46,12.9,12.9,SunEarth 220 mono,NaN,NaN,,0
1580,808,46,13.3,13.3,SunEarth 170 mono,NaN,NaN,,0
1580,808,46,12.5,12.5,SunEarth 160 mono,NaN,NaN,,0
1580,808,46,13.7,13.7,SunEarth 175 poly,NaN,NaN,,0
1596,1065,46,12.4,12.4,SunEarth 210 mono,NaN,NaN,,0
1596,1065,46,13.5,13.5,SunEarth 230 mono,NaN,NaN,,0
1596,1065,46,12.9,12.9,SunEarth 220 poly,NaN,NaN,,0
1596,1065,46,12.4,12.4,SunEarth 210 poly,NaN,NaN,,0
1300,1100,8,6.3,6.3,SI S4-90.Ax,NaN,NaN,,0
1300,1100,8,7.3,7.3,SI S4-105.Ax,NaN,NaN,,0
NaN,null,null,6.6,6.6,SI S1-380.Ax,NaN,NaN,,0
1300,1100,8,6,6,SI S4-86.Ax,NaN,NaN,,0
NaN,null,null,7,7,SI S4-100.Ax,NaN,NaN,,0
1300,1100,8,5.6,5.6,SI S4-80.A2,NaN,NaN,,0
2200,1300,8,5.9,5.9,SI S22-170.A1,NaN,NaN,,0
1300,1100,8,5.5,5.5,SI S4-78.Ax,NaN,NaN,,0
NaN,null,null,6.3,6.3,SI S1-360.Ax,NaN,NaN,,0
2200,1300,8,7.3,7.3,SI S2-210.Ax,NaN,NaN,,0
1300,1100,8,7.7,7.7,SI D4-110.B1,NaN,NaN,,0
NaN,null,null,6.3,6.3,SI S2-180.Ax,NaN,NaN,,0
2600,2200,8,7.3,7.3,SI S1-420-Ax,NaN,NaN,,0
NaN,null,null,6,6,SI S2-172.Ax,NaN,NaN,,0
2600,1100,8,7.3,7.3,SI S3-210.Ax,NaN,NaN,,0
2600,2200,8,5.9,5.9,SI S1-340.A1,NaN,NaN,,0
NaN,null,null,6.6,6.6,SI S4-95.Ax,NaN,NaN,,0
NaN,null,null,6,6,SI S3-172.Ax,NaN,NaN,,0
2600,1100,8,5.9,5.9,SI S21-170.A1,NaN,NaN,,0
NaN,null,null,6.6,6.6,SI S3-190.Ax,NaN,NaN,,0
NaN,null,null,7,7,SI S2-200.Ax,NaN,NaN,,0
NaN,null,null,6.3,6.3,SI S3-180.Ax,NaN,NaN,,0
1300,1100,8,5.7,5.7,SI S4-82.Ax,NaN,NaN,,0
1300,1100,8,5.6,5.6,SI S4-80.A1,NaN,NaN,,0
NaN,null,null,7,7,SI S3-200.Ax,NaN,NaN,,0
NaN,null,null,7,7,SI S1-400.Ax,NaN,NaN,,0
NaN,null,null,6.6,6.6,SI S2-190.Ax,NaN,NaN,,0
1300,1100,8,6.1,6.1,SI S4-85.A2,NaN,NaN,,0
NaN,null,null,6,6,SI S1-344.Ax,NaN,NaN,,0
1654,993,40,13.1,13.1,SE215,NaN,NaN,,0
1654,993,40,13.4,13.4,SE220,NaN,NaN,,0
1654,993,40,14.3,14.3,SE235,NaN,NaN,,0
1654,993,40,11.6,11.6,SE190,NaN,NaN,,0
1654,993,40,11.9,11.9,SE195,NaN,NaN,,0
1654,993,40,13.7,13.7,SE225,NaN,NaN,,0
1654,993,40,12.2,12.2,SE200,NaN,NaN,,0
1654,993,40,12.8,12.8,SE210,NaN,NaN,,0
1654,993,40,12.5,12.5,SE205,NaN,NaN,,0
1654,993,40,14,14,SE230,NaN,NaN,,0
1970,990,38,12.8,12.8,SILUX250M,NaN,NaN,,0
1650,990,38,14.4,14.4,SLA235P,NaN,NaN,,0
1970,990,38,14.1,14.1,SLG275P,NaN,NaN,,0
1650,990,38,14.7,14.7,SLA240P,NaN,NaN,,0
1650,990,38,14.1,14.1,SLA235M,NaN,NaN,,0
1970,990,38,14.9,14.9,SLG290M,NaN,NaN,,0
1970,990,38,14.4,14.4,SLG280P,NaN,NaN,,0
1650,990,38,15,15,SLA245P,NaN,NaN,,0
1650,990,38,14.1,14.1,SLA230M,NaN,NaN,,0
1970,990,38,12.3,12.3,SILUX240M,NaN,NaN,,0
1970,990,38,11.8,11.8,SILUX230M,NaN,NaN,,0
1970,990,38,15.1,15.1,SLG295M,NaN,NaN,,0
1650,990,38,15,15,SLA245M,NaN,NaN,,0
1970,990,38,15.4,15.4,SLG300M,NaN,NaN,,0
1650,990,38,15,15,SLA250M,NaN,NaN,,0
1970,990,38,14.6,14.6,SLG285M,NaN,NaN,,0
1970,990,38,12,12,SILUX235M,NaN,NaN,,0
1650,990,38,15.6,15.6,SLA255M,NaN,NaN,,0
1650,990,38,14.1,14.1,SLA230P,NaN,NaN,,0
1650,990,38,13.1,13.1,SLA214P,NaN,NaN,,0
1970,990,38,12.6,12.6,SILUX245M,NaN,NaN,,0
1650,990,38,13.5,13.5,SLA220P,NaN,NaN,,0
1970,990,38,14.6,14.6,SLG290P,NaN,NaN,,0
1650,990,38,14.7,14.7,SLA240M,NaN,NaN,,0
1970,990,38,14.6,14.6,SLG285P,NaN,NaN,,0
1650,990,38,13.8,13.8,SLA225P,NaN,NaN,,0
1640,990,40,14.2,14.2,SLK60P6L BLK/BLK 230Wp,NaN,NaN,,0
1500,1000,10,9.7,9.7,GG40P6L 145Wp,NaN,NaN,,0
1640,830,40,13.2,13.2,SLK50P6L 180Wp,NaN,NaN,,0
1960,990,40,16,16,SLK72M6L 310Wp,NaN,NaN,,0
NaN,null,null,8.2,8.2,Gx36PW4-37Wp-12V,NaN,NaN,,0
NaN,null,null,11.1,11.1,SLK36PC5 71Wp,NaN,NaN,,0
NaN,null,null,14.4,14.4,SLK36M5-92,NaN,NaN,,0
1640,990,40,13.6,13.6,SLK60P6L SLV/WHT 220Wp,NaN,NaN,,0
NaN,null,null,11.5,11.5,SLK72PC5-146Wp-12V,NaN,NaN,,0
NaN,null,null,9.2,9.2,GG36PC5-78Wp-12V,NaN,NaN,,0
NaN,null,null,12.6,12.6,SLK36P4-53,NaN,NaN,,0
NaN,null,null,13,13,SLK72P5-165Wp-24V,NaN,NaN,,0
1640,990,40,13.2,13.2,SLK60P6C 215Wp,NaN,NaN,,0
1634,984,5,9.3,9.3,GT40M6L 150Wp,NaN,NaN,,0
1640,990,40,15.4,15.4,SLK60M6L 250Wp,NaN,NaN,,0
1640,830,40,14.3,14.3,SLK50M6L 195Wp,NaN,NaN,,0
1325,990,40,14.9,14.9,SLK48M6L 195Wp,NaN,NaN,,0
1640,990,40,14.5,14.5,SLK60P6L SLV/WHT 235Wp,NaN,NaN,,0
NaN,null,null,14.4,14.4,SLK72M5-184Wp-12V,NaN,NaN,,0
NaN,null,null,10.3,10.3,SLK36PC4 43Wp,NaN,NaN,,0
1634,984,30,9.8,9.8,GT40M6L 158Wp,NaN,NaN,,0
1960,990,40,15.5,15.5,SLK72P6L 300Wp,NaN,NaN,,0
1640,990,40,14.2,14.2,SLK60P6C 230Wp,NaN,NaN,,0
1640,990,40,12.3,12.3,SLK60M6L 200Wp,NaN,NaN,,0
1500,1000,10,9.7,9.7,GG40M6L 145Wp,NaN,NaN,,0
1325,990,40,13.3,13.3,SLK48M6L 175Wp,NaN,NaN,,0
1640,990,40,13.9,13.9,SLK60M6L 225Wp,NaN,NaN,,0
NaN,null,null,9.5,9.5,SLK36PC4 40Wp,NaN,NaN,,0
1325,990,40,13,13,SLK48P6L 170Wp,NaN,NaN,,0
1490,637,40,14.2,14.2,SLK36P6L 135Wp,NaN,NaN,,0
1490,637,40,13.7,13.7,SLK36M6L 130Wp,NaN,NaN,,0
1325,990,40,13,13,SLK48M6L 170Wp,NaN,NaN,,0
1490,637,40,14.8,14.8,SLK36M6L 140Wp,NaN,NaN,,0
1580,806,40,13.8,13.8,SLK72M5 176Wp,NaN,NaN,,0
NaN,null,null,13.2,13.2,SLK72P5-168Wp-24V,NaN,NaN,,0
NaN,null,null,10,10,SLK72PC5-127Wp-12V,NaN,NaN,,0
1640,990,40,14.5,14.5,SLK60P6L BLK/BLK 235Wp,NaN,NaN,,0
1640,990,40,13.2,13.2,SLK60P6L BLK/WHT 215Wp,NaN,NaN,,0
1634,984,5,9.6,9.6,GT40M6L 155Wp,NaN,NaN,,0
NaN,null,null,10.4,10.4,GG54P5-130Wp-24V,NaN,NaN,,0
1325,990,40,13.7,13.7,SLK48P6L 180Wp,NaN,NaN,,0
1500,1000,10,10,10,GG40P6L 150Wp,NaN,NaN,,0
NaN,null,null,10.7,10.7,GG54P5-133Wp-24V,NaN,NaN,,0
1640,990,40,15.1,15.1,SLK60M6L 245Wp,NaN,NaN,,0
1960,990,40,15.2,15.2,SLK72P6L 295Wp,NaN,NaN,,0
1960,990,40,15.7,15.7,SLK72P6L 305Wp,NaN,NaN,,0
1960,990,40,15.5,15.5,SLK72M6L 300Wp,NaN,NaN,,0
NaN,null,null,8.4,8.4,GG36PC5-71Wp-12V,NaN,NaN,,0
1960,990,40,14.7,14.7,SLK72P6L 285Wp,NaN,NaN,,0
NaN,null,null,12.5,12.5,SLK36P6 116Wp,NaN,NaN,,0
1640,830,40,13.6,13.6,SLK50P6L 185Wp,NaN,NaN,,0
1640,990,40,13.6,13.6,SLK60P6L BLK/BLK 220Wp,NaN,NaN,,0
NaN,null,null,12.6,12.6,SLK36P5-80,NaN,NaN,,0
NaN,null,null,14.1,14.1,SLK72M5-180Wp-12V,NaN,NaN,,0
NaN,null,null,12.9,12.9,SLK72P4 105Wp,NaN,NaN,,0
1640,990,40,14.5,14.5,SLK60P6L 235Wp,NaN,NaN,,0
1634,984,5,9.3,9.3,GT40P6L 150Wp,NaN,NaN,,0
NaN,null,null,14.1,14.1,SLK36M5-90,NaN,NaN,,0
1640,990,40,14.2,14.2,SLK60P6L SLV/WHT 230Wp,NaN,NaN,,0
1325,990,40,14.5,14.5,SLK48M6L 190Wp,NaN,NaN,,0
1640,990,40,13.2,13.2,SLK60M6L 215Wp,NaN,NaN,,0
1640,830,40,13.2,13.2,SLK50M6L 180Wp,NaN,NaN,,0
NaN,null,null,11.5,11.5,SLK72PC5-146Wp-24V,NaN,NaN,,0
